Key,Value
515,"You smell woodsmoke.[/record]
Someone's been this way recently.[/record]
A horse neighs in the distance.[/end]"
516,"Stone outcroppings dot the area.[/record]
You pass several lava boulders.[/record]
Everything here is covered with ash.[/end]"
517,"Something's been digging in the sand.[/record]
Those look like scorpion tracks.[/record]
What's that rustling sound?[/end]"
518,"You smell fresh turned earth.[/record]
A low, ghostly moan shivers by.[/record]
A crow caws in the distance.[/end]"
520,"A ghostly wail shatters the silence.[/record]
You stumble over a fallen headstone.[/record]
An open grave yawns in your path.[/end]"
521,"You smell orcs.  Definitely orcs.[/record]
Orcs have trampled the ground here.[/record]
A harsh yell brings you up short.[/end]"
522,"Someone's cleared the underbrush here.[/record]
You pass a stack of firewood.[/record]
A bird calls nearby.[/end]"
523,"A bell tolls nearby.[/record]
A rotting corpse hangs from a tree.[/record]
A despairing cry rings out.[/end]"
524,"You pass a row of fallen columns.[/record]
Vines cover jumbled stones here.[/record]
A headless statue lies in the dust.[/end]"
525,"You clamber over piles of gravel.[/record]
A deep pit almost blocks your path.[/record]
You pass a heap of rusting shovels.[/end]"
526,"A dank breeze ruffles your hair.[/record]
A spring bubbles from the ground.[/record]
That looks like a path.[/end]"
527,"Blood soaks the earth here.[/record]
You feel you are being watched.[/record]
You pass a trampled circle in the dirt.[/end]"
528,"A huge bat flaps slowly overhead.[/record]
A wolf howls, not far away.[/record]
The air is still and oppressive.[/end]"
529,"The ground vibrates underfoot.[/record]
A green haze makes your eyes burn.[/record]
You notice a strong acrid odor.[/end]"
530,"You step over a half-eaten carcass.[/record]
Harpy feathers are everywhere.[/record]
You almost gag on a foul stench.[/end]"
531,"A loose paving stone nearly trips you.[/record]
Your path is flanked by toppled masonry.[/record]
You pass overgrown fields.[/end]"
532,"Even the insects have fallen silent.[/record]
You push through a huge spider web.[/record]
Large spiders scuttle from your path.[/end]"
533,"Footprints are everywhere. BIG footprints.[/record]
You pass several uprooted trees.[/record]
A huge bonfire smolders nearby.[/end]"
534,"The ground is blackened by fire.[/record]
It is definitely getting warmer.[/record]
You pass a charred skeleton.[/end]"
535,"You pass a smoldering campfire.[/record]
A sign warns, ""Trespassers Beware"".[/record]
An owl hoots softly nearby.[/end]"
536,"Steam rises from cracks in the earth.[/record]
A hot spring bubbles nearby.[/record]
A path winds off among the boulders.[/end]"
537,"You pass a shallow sandy pit.[/record]
Scorpion tracks crisscross the area.[/record]
A loud rustling startles you.[/end]"
538,"You smell freshly buried dead.[/record]
Wagon ruts lead off a ways.[/record]
White flowers litter the path.[/end]"
550,"도둑 길드에서 재판관에 뇌물을 줬고,[/center]무죄가 판결 되었습니다.[/center][/end]"
551,"다크브라더후드에서 재판관에게 뒷돈을 건넸고,[/center]판결은 무죄가 되었습니다.[/center][/end]"
600,"음, 일이 있긴 했습니다만,[/center]파이터 길드에 맡겼습니다.[/record]그 입 가벼운... 그 누구가[/center]제가 도움이 필요하다고 떠벌렸나 봅니다.[/center]아무 도움도 필요 없습니다.[/record]너무 늦었습니다. 일은 다른[/center]마검사에게 맡겼습니다.[/center][/record]아, 일이 있었긴 했습니다만.[/center]일이 알아서 풀렸습니다. 어쨌든 고맙군요.[/center][/end]"
606,"좋습니다, 메이지 길드에 걸맞는 인재이군요.[/center]이곳에서 수습생으로 활동하면서, 주문제작을 활용할 수 있고,[/center]길드에서 가르치는 기술 교육을 받을 수 있습니다.[/center]나중에는, 도서관을 사용할 수 있게되고,[/center]마법 물품을 사거나, 직접 만들 수 있게 됩니다.[/center]가입에 관심 있습니까?[/center][/end]"
611,"정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]이곳에선 적어도 하나의 마법 분야 기술에 대해[/center]어느 정도 능숙해야만 인원으로 받고 있습니다.[/center][/record]정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]우린 마법 초심자는 받지 않습니다.[/center]적어도 하나의 마법 분야의 기술에[/center]어느 정도 노력을 한 인재만 받습니다.[/center][/record]정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]여섯 마법 분야 기술중 적어도 하나에[/center]시간과 노력을 바쳐 갈고 닦는다면[/center]가입을 다시 고려해 보도록 하겠습니다.[/center][/end]"
612,"정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]직설적으로 말해서, 학식을 갖춘 자들 사이에[/center]댁의 평판이 훌륭한 편이 아닙니다.[/center][/record]정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]솔직히 말해 댁의 이름은 잘 알고 있으나, 좋은 이름으로 알려진게 아닙니다.[/center][/record]정말 안타깝지만 길드에 가입할 수 있는[/center]조건이 되지 않은 것 같습니다.[/center][/center]안타깝지만, 댁의 평판이 훌륭한 편이 못됩니다.[/center]젊은 %ra 친구.[/center]그 점을 개선해서 다시 찾아 주십시오.[/center][/end]"
666,"축하합니다, %pcn.[/center]%lev 진급이 결정되었습니다.[/center]그에 걸맞는 특전과 명예가 따르게 됩니다.[/center]기억해두십시오, 브라더후드에선[/center]과거의 업적에 안주하지 않는다는 것을.[/center][/end]"
667,"%lev 의 직위로 격하됨을 공식 통보하는 것이[/center]제 의무가 되겠습니다.[/center]%pcf, 다시 한번 상기시켜 드리자면[/center]과거의 성취에 만족하지 않고 더욱 노력하는 것이[/center]우리 조직원으로서 요구되는 바임을 알려드리겠습니다.[/center][/record]강등을 알려드리게 되어 안타깝습니다.[/center]%pcn.[/center][/record]원로들께서 실망하셨습니다. %pcn.[/center]강등 되었습니다.[/center][/record]강등 되었습니다. %pcn.[/center]알려드리게 되어 안타깝습니다.[/center][/record]당신의 일처리를 원로들께서 아셨습니다.[/center]%pcn. 그분들께서 강등을 명하셨습니다.[/center][/record]원로들께서 무능력한 공헌에는 강등이 있음을[/center]명하셨습니다, %pcn.[/center][/record]원로들께서 무능함에 직위의 격하로서 답하셨습니다.[/center]이를 마땅히 받아들여야 할 것입니다.[/center][/center][/end]"
668,"%pcn, 최근 조직에 실망을 주어왔는바.[/center]이제부터 조직원으로서 주어지는 혜택에[/center]걸맞지 않게 되엇습니다.[/center]다시 들어오게 될지도 모르나,[/center]지금 당신은, 파문이오.[/center][/record]이곳에서 아무것도 할 수 없습니다, %pcn.[/center]원로들께서 추방을 결정하셨습니다.[/center][/record]평판을 지킬 수 있을 정도의 연줄이[/center]없었던 모양입니다.[/center]%pcn, 그대는 추방이오.[/center][/record]그간 쌓아온 모든 명예와 혜택은 박탈[/center]되었습니다, %pcn. 추방임을 아시오.[/center][/end]"
679,"파이터 길드는 값을 지불한다면 누구에게든[/center]잘 무장된 강인한 전사를 파견할 준비가 되어 있지.[/center]꾸준히 일을 받아 금화를 벌고 싶다면, 파이터 길드지.[/center]기사단 것들 보다 훨씬 낫고 말고. 그거 압니까[/center]거기는 일해주고도 돈도 안받는다고 하더군.[/center][/center][/record]파이터 길드는 구인하는데 까다롭지 않다는 평판이[/center]있지. 실제로도 다르지 않지만. 댁은 파이터 길드조차[/center]좋지 않는 눈으로 보는 상태요. 그쪽의 이름값이[/center]상태가 좋지 않으니 어떻게 해보고 그 후에야[/center]길드 가입을 이야기 해볼 수 있을 것 같소.[/center][/center][/end]"
680,"%ra, 미안하지만. 파이터 길드에선 진짜 전사를[/center]찾고 있는데. 무기에 대해 좀 배우고 난 후에 다시[/center]서 봅시다, 알겠소?[/center][/end]"
681,"좋아, 파이터 길드에서 쓸만한 전사인 것 같군.[/center]여기선 기술 훈련과 특별히 할인된 갑옷과 무기 수리,[/center]그리고 아주 짭잘한 일거리 알선을 제공하지.[/center]추가로 어느 파이터 길드에서든지 무료로[/center]잠자리가 제공된다네.[/center]관심 있나?[/center][/center][/end]"
684,"훌륭하군. 파이터 길드에 들어온 걸 환영하네,[/center]%pcf. %lev 등급으로 시작하게 되네.[/center][/end]"
686,"축하하지, %pcf. 뛰어난 무기 기량으로[/center]길드에서 %lev 등급으로 승격되었어.[/center]기존 혜택에, 추가로 무기 수리가 더 저렴하게[/center]제공되고, 더 짭잘한 일거리를 제안 받을 수[/center]있을거야.[/center][/center][/end]"
702,"마음씨가 돈주머니보다 크십니다.[/center]%gii 골드 밖에 없으십니다.[/center][/record]안타깝지만 가진게 %gii 골드 밖에 없으십니다.[/center][/record]%gii 골드 밖에 주실 수 없습니다.[/center]그게 그쪽이 가지고 계신 전부입니다.[/center][/end]"
703,"기부 감사합니다. %god 께서[/center]미래의 일탈 행위를 더 관대히 봐주실지도 모르겠습니다.[/center][/center][/record]물론 %gdd 에선 기부는 모두 받습니다만,[/center]기적을 기대하지는 마십시오. 기적은[/center]골드 이상의 것이 필요합니다.[/center][/record]기부는 감사합니다만, %god 께서[/center]그 어떤 악행을 돈으로서 용서 하는 분이 아니라는 것을[/center]상기 시켜 드리고 싶습니다.[/center][/end]"
705,"젠께서 차후 몇일 간 그대의 상업 기술에[/center]축복을 내리실 겁니다.[/center][/end]"
707,"마라께서 차후 몇일 간 그대의 매력에[/center]축복을 내리실 겁니다.[/end]"
709,"아카토쉬께서 차후 몇일 간 그대의 여행에[/center]축복을 내리실 겁니다.[/center][/end]"
710,"줄리아노스께서 차후 몇일 간 그대의 지능에[/center]축복을 내리실 겁니다.[/center][/end]"
712,"디벨라께서 차후 몇일 간 그대의 행운에[/center]축복을 내리실 겁니다.[/center][/end]"
716,"스텐다르께서 차후 몇일 간 그대의 평판에[/center]축복을 내리실 겁니다.[/center][/center][/end]"
717,"키나레스께서 차후 몇일 간 그대의 체력에[/center]축복을 내리실 겁니다.[/center][/end]"
740,"예, 본 사원에 입당하기 충분한 분인 것 같습니다.[/center]%fon 에 들어오실 수 있습니다.[/center]가입 하시겠습니까?[/center][/end]"
744,"죄송합니다만, 기사단에 가입하기엔 부족한 것 같습니다.[/center]%god 께서 축복하신 기술들중 적어도 하나에 어느 정도[/center]수준이 되시는 분들만 받고 있습니다.[/center][/center][/record]죄송합니다만, 기사단에 가입하기엔 부족한 것 같습니다.[/center]%god 께서 깊이 보시는 기술들중 적어도 하나에[/center]시간과 노력을 쏟으신 분들만 받고 있습니다.[/center][/record]죄송합니다만, 기사단에 가입하기엔 부족한 것 같습니다.[/center]%god 께서 중요하게 여기시는 기술들중 적어도 하나에[/center]시간과 노력을 쏟아 단련하신다면,[/center]그 후에 다시 보도록 하시죠.[/center][/center][/end]"
745,"Sorry, you are ineligible to join the order.[/center]
You do not, to be blunt, have the finest[/center]
reputation amongst members of our temple.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Your name is familiar to us, and not in a very favorable light, to be quite honest.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Unfortunately, you arrive with a less than[/center]
sterling reputation, young %ra. You might[/center]
consider improving that and returning.[/center]
[/end]"
750,"Sorry, you are ineligible to join the order.[/center]
You see, we need warriors in the order.[/center]
And you do not have the skill at arms[/center]
necessary to become one of us.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Perhaps if you strengthened your skill[/center]
in weapon use we may have use of you[/center]
in the future.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
We only take on real powerhouses.[/center]
Someone who can really use a sword[/center]
or an axe. And you ain't it.[/center]
[/end]"
751,"Sorry, you can't join up with the order.[/center]
The %fon have sterling[/center]
reputations in %reg. We cannot[/center]
compromise the Order by accepting[/center]
less ... well-regarded knights.[/center]
[/record]
Sorry, you can't join up with the order.[/center]
You're just not trusted yet. You can[/center]
work on that and get back to me.[/center]
[/record]
Sorry, you can't join up with the order.[/center]
You just haven't made a good name for[/center]
yourself yet.[/center]
[/end]"
752,"Ah, %pcn, your reputation precedes you.[/center]
%fon always has room for a[/center]
skillful knight of high moral standing.[/center]
I humbly ask that you join our ranks.[/center]
[/end]"
